faculty,code,title,description,docID
MAT,5191,Mathematical Statistics II,Confidence intervals and pivotals; Bayesian intervals; optimal tests and Neyman-Pearson theory; likelihood ratio and score tests; significance tests; goodness-of-fit tests; large sample theory and applications to maximum likelihood and robust estimation. This course is equivalent to STAT 5501 at Carleton University.,MAT5191
MAT,5192,Sampling Theory and Methods,Unequal probability sampling with and without replacement; unified theory of standard errors; prediction approach; ratio and regression estimation; stratification and optimal designs; multistage cluster sampling; double sampling; domains of study; post-stratification; non-response; measurement errors. Related topics. This course is equivalent to STAT 5502 at Carleton University.,MAT5192
MAT,5193,Linear Models,"Theory of non-full-rank linear models: estimable functions, best linear unbiased estimators, hypothesis testing, confidence regions; multi-way classification; analysis of covariance; variance component models: maximum likelihood estimation, MINQUE, ANOVA methods. Miscellaneous topics. This course is equivalent to STAT 5503 at Carleton University.",MAT5193
MAT,5194,Stochastic Processes and Times Series Analysis,This course is equivalent to STAT 5504 at Carleton University.,MAT5194
MAT,5195,Design of Experiments,Overview of linear model theory; orthogonality; randomized block and split plot designs; Latin square designs; randomization theory; incomplete block designs; factorial experiments; confounding and fractional replication; response surface methodology. Miscellaneous topics. This course is equivalent to STAT 5505 at Carleton University.,MAT5195
MAT,5196,Multivariate Analysis,This course is equivalent to STAT 5509 at Carleton University.,MAT5196
MAT,5197,Stochastic Optimization,"Topics chosen from stochastic dynamic programming, Markov decision processes, search theory, optimal stopping. This course is equivalent to STAT 5601 at Carleton University.",MAT5197
MAT,5198,Stochastic Models,"Markov systems, stochastic networks, queuing networks, spatial processes, approximation methods in stochastic processes and queuing theory. Applications to the modelling and analysis of computer-communications systems and other distributed networks. This course is equivalent to MATH 5701 at Carleton University.",MAT5198
MAT,5301,Topics in Combinatorial Mathematics,This course is equivalent to MATH 5609 at Carleton University.,MAT5301
MAT,5303,Linear Optimization,This course is equivalent to MATH 5801 at Carleton University.,MAT5303
MAT,5304,Nonlinear Optimization,This course is equivalent to MATH 5803 at Carleton University.,MAT5304
MAT,5307,Topics in Operations Research,This course is equivalent to MATH 5804 at Carleton University.,MAT5307
MAT,5308,Topics in Algorithm Design,This course is equivalent to MATH 5805 at Carleton University.,MAT5308
MAT,5309,Harmonic Analysis on Groups,This course is equivalent to MATH 6002 at Carleton University.,MAT5309
MAT,5312,Topics in Topology,This course is equivalent to MATH 6201 at Carleton University.,MAT5312
MAT,5313,Topics in Probability and Statistics,This course is equivalent to MATH 6507 at Carleton University.,MAT5313
MAT,5314,Topics in Probability and Statistics,This course is equivalent to MATH 6508 at Carleton University.,MAT5314
MAT,5317,Analysis of Categorical Data,"Analysis of one-way and two-way tables of nominal date; multi-dimensional contingency tables, log-linear models; tests of symmetry, marginal homogeneity in square tables; incomplete tables; tables with ordered categories; fixed margins, logistic models with binary response; measures of association and agreement; biological applications. This course is equivalent to STAT 5602 at Carleton University.",MAT5317
MAT,5318,Reliability and Survival Analysis,This course is equivalent to STAT 5603 at Carleton University.,MAT5318
MAT,5319,Topics in Probability and Statistics,This course is equivalent to MATH 6507 at Carleton University.,MAT5319
MAT,5324,Games Theory,This course is equivalent to MATH 5607 at Carleton University.,MAT5324
MAT,5325,Topics in Information and Systems Science,This course is equivalent to MATH 5802 at Carleton University.,MAT5325
MAT,5326,Topics in Analysis,This course is equivalent to MATH 6008 at Carleton University.,MAT5326
MAT,5327,Topics in Algebra,This course is equivalent to MATH 6101 at Carleton University.,MAT5327
MAT,5328,Topics in Analysis,This course is equivalent to MATH 6008 at Carleton University.,MAT5328
MAT,5329,Topics in Analysis,This course is equivalent to MATH 6009 at Carleton University.,MAT5329
MAT,5330,Topics in Algebra,This course is equivalent to MATH 6102 at Carleton University.,MAT5330
MAT,5331,Topics in Algebra,This course is equivalent to MATH 6103 at Carleton University.,MAT5331
MAT,5341,Quantum Computing,Space of quantum bits; entanglement. Observables in quantum mechanics. Density matrix and Schmidt decomposition. Quantum cryptography. Classical and quantum logic gates. Quantum Fourier transform. Shor's quantum algorithm for factorization of integers. This course is equivalent to MATH 5821 at Carleton University.,MAT5341
MAT,5343,Mathematical Aspects of Wavelets and Digital Signal Processing,Lossless compression methods. Discrete Fourier transform and Fourier-based compression methods. JPEG and MPEG. Wavelet analysis. Digital filters and discrete wavelet transform. Daubechies wavelets. Wavelet compression. This course is equivalent to MATH 5822 at Carleton University.,MAT5343
MAT,5361,Topics in Mathematical Logic,This course is equivalent to MATH 6806 at Carleton University.,MAT5361
MAT,5375,Mathematical Statistics,"Limit theorems; sampling distributions; parametric estimation; concepts of sufficiency and efficiency; Neyman-Pearson paradigm, likelihood ratio tests; parametric and non-parametric methods for two-sample comparisons; notions of experimental design, categorical data analysis, the general linear model, decision theory and Bayesian inference. This course is equivalent to STAT 5610 at Carleton University.",MAT5375
CSI,1306,Computing Concepts for Business,Introduction to computer-based problem solving from the perspective of the business world. Design of algorithms for solving business problems. Basics of computer programming in a modern programming language. Solving business problems using application packages including spreadsheets and databases. Basics of web design. Collaborative tools. Using open source software.,CSI1306
CSI,1308,Introduction to Computing Concepts,Introduction to computer based problem solving for scientific applications.  Design of algorithms and algorithms descriptions.  4th generation languages. Software packages.  Structured program development.  Modular and object-oriented programming.  Program testing.,CSI1308
CSI,1390,Introduction to Computers,"Computing and computers. Problem solving and algorithm development. Introduction to programming. Use of application, communication, and database software.",CSI1390
CSI,2101,Discrete Structures,"Discrete structures as they apply to computer science, algorithm analysis and design. Predicate logic. Review of proof techniques; application of induction to computing problems. Graph theory applications in information technology. Program correctness, preconditions, postconditions and invariants. Analysis of recursive programs using recurrence relations. Properties of integers and basic cryptographical applications.",CSI2101
CSI,2110,Data Structures and Algorithms,"The concept of abstract data types. Simple methods of complexity analysis. Trees. The search problem: balanced trees, binary-trees, hashing. Sorting. Graphs and simple graph algorithms: traversal, minimum spanning tree. Strings and pattern matching.",CSI2110
CSI,2120,Programming Paradigms,"Presentation of the major programming paradigms: object-oriented, imperative, logic, functional. Related programming languages, their essential properties and typical applications. Programming in imperative, logic and functional languages. Influence of programming paradigms on problem solving and program design strategies. An overview of other paradigms, such as constraint-based, rule-based and event-driven programming.",CSI2120
CSI,2132,Databases I,Fundamental database concepts. Entity-Relationship modeling. Relational algebra and relational calculus. Relational databases. Database definition and manipulation using SQL. Embedded SQL. Functional dependencies and normalization. Introduction to physical database design. Design and implementation of a database application in a team project.,CSI2132
CSI,2372,Advanced Programming Concepts With C++,Differences between C++ and Java programming.  C++ data types. Pointers and memory management.  Object oriented programming in C++. File and stream I/O.  Pre-processor macros. Templates and the Standard Template Library.  Numerical computation in C++.  Interfacing with hardware.  Engineering applications.,CSI2372
CSI,3104,Introduction to Formal Languages,"Regular languages, finite automata, transition graphs Kleene's theorem. Finite automata with output. Context-free languages, derivation trees, normal form grammars, pumping lemma, pushdown automata, determinism. Decidability. Recursively enumerable languages, Turing machines, the halting problem.",CSI3104
CSI,3105,Design and Analysis of Algorithms I,"Analysis of algorithms: worst-case analysis, complexity analysis, asymptotic notations and basic complexity classes. Algorithm design techniques: brute force, divide and conquer, dynamic programming, greedy, backtracking. Computational complexity of problems: lower bound arguments, the classes P, NP, NP-complete, dealing with NP-complete problems.",CSI3105
CSI,3120,Programming Language Concepts,"Design and evaluation criteria for programming languages. Introduction to syntactic and semantic description of programming languages. Basics of programming language implementation. Scripting languages. A comparison of design choices across programming paradigms: data objects, data types, control structures, sub-programs. Basics of concurrency.",CSI3120
CSI,3130,Databases II,"Advanced physical database design. Access right, privacy and security. Query processing and optimization. Transaction processing, concurrency control and recovery. Object-oriented databases. Distributed and multi-databases. Data warehousing.  Data integration. Design and implementation of a database component in a team project.",CSI3130
CSI,3131,Operating Systems,"Principles of operating systems. Operating systems design issues. Process management, process scheduling, concurrency issues. CPU scheduling. Memory management. Virtual memory. Mass storage systems. Input/Output system. File system. Security and protection. Examples of operating systems.",CSI3131
CSI,3140,"WWW Structures, Techniques and Standards","Basic infrastructure of the Web. Servers and browsers. Examples of protocols. Internet and viruses. Search engine architecture. WWW Contents and presentation. Web pages, their structuring and interpretation. HTML, XML and their derivatives. Web interfaces to software and databases. Cookies and privacy issues. Semantic Web and o ontologies. Web services.",CSI3140
CSI,4101,Theory of Computability,"Recursive functions, recursively enumerable sets, decision problems, Church-Turing thesis. S-M-N theorem, recursion theorem. Topics selected from: Lambda calculus, formal languages, logic complexity theory.",CSI4101
CSI,4103,Topics in Computer Science I,Selected topics in areas not covered by regular courses.,CSI4103
CSI,4104,Topics in Computer Science II,Selected topics in areas not covered by regular courses.,CSI4104
CSI,4105,Design and Analysis of Algorithms II,"Theory of NP-completeness, methods for dealing with NP-complete problems. Selected topics in such areas as combinatorial optimization, computational geometry, cryptography, parallel algorithms.",CSI4105
CSI,4106,Introduction to Artificial Intelligence,"The roots and scope of Artificial Intelligence.  Knowledge and knowledge representation. Search, informed search, adversarial search. Deduction and reasoning. Uncertainty in Artificial Intelligence. Introduction to Natural Language Processing. Elements of planning. Basics of Machine Learning.",CSI4106
CSI,4107,Information Retrieval and the Internet,Basic principles of Information Retrieval.  Indexing methods.  Query processing.  Linguistic aspects of Information Retrieval.  Agents and artificial intelligence approaches to Information Retrieval.  Relation of Information Retrieval to the World Wide Web.  Search engines. Servers and clients.  Browser and server side programming for Information Retrieval.,CSI4107
CSI,4108,Cryptography,"The notion of secure communication.  Building secure cryptosystems based on the assumption of computational hardness. Cryptographic one-way functions, trap-door functions, pseudorandom generators, and public/private-key encryption schemes. Computational indistinguishable and unpredictability.  Digital signature and message authentication. Zero-knowledge/interactive proof systems. Application to e-commerce and e-trade.",CSI4108
CSI,4109,Introduction to Distributed Computing,"Computational models. Communication complexity.  Design and analysis of distributed algorithms.  Control algorithms.  Asynchronous computations. Synchronous computations.  Fault-tolerant algorithms.  Manipulation of distributed data.  Examples of applications in data and communication networks, mobile computing and systems of communicating agents.",CSI4109
CSI,4115,Introduction to Compilers,"Fundamental features of programming languages, functions of compilers, processors, preprocessors, and translators. Organization of compilers including compile-time and run-time symbol tables. Lexical and syntactic analysis. Object code generation. Error diagnostics.",CSI4115
CSI,4118,Computer Networks Protocols,"Communication services, protocols and software. Details of layered protocol hierarchies.  The transport, session, presentation and application layers.  Fundamental concepts of computer network design. Computer network and communication protocol architectures.",CSI4118
CSI,4124,Foundation of Modelling and Simulation,The modelling and simulation process from a project oriented perspective. The role of conceptual modelling in the discrete event dynamic system context. Dealing with randomness. Distinctive features of modelling and simulation for continuous time dynamic systems and overview of numerical procedures. Validation and verification. Simulation software and program development.,CSI4124
CSI,4125,Theory of Programming Languages,"The concept of formal semantics. Attribute grammars. Denotational semantics. Operational semantics. Axiomatic semantics. Lambda-calculus for programming language description. Resolution and the semantics of logic programming. Theory of abstract data types. Concurrent programming, process algebras, CCS, CSP.",CSI4125
CSI,4126,Algorithms in Bioinformatics,"DNA assembly, gene finding methods, exact string matching, pairwise alignment, grammatical frameworks, higher order structures. Recent developments, including DNA and protein chips.",CSI4126
CSI,4130,Computer Graphics,Interactive computer graphics. Display data structures and procedures. Graphics pipeline. Geometric transformations. Viewing in three dimensions. Illumination and color models. Object modelling in 2D and 3D.,CSI4130
CSI,4133,Computer Methods in Picture Processing and Analysis,"Representation of digital pictures. Elements of visual perception. Imaging geometry. Image enhancement and image restoration. Image segmentation and feature identification. Content-based analysis of images. Images compression, compression standards and graphics file format.",CSI4133
CSI,4134,Pattern Recognition Technics,Review of mathematical aspects of pattern classification in the context of picture processing languages. Practical examples in pattern recognition.,CSI4134
CSI,4139,Design of Secure Computer Systems,"Security policies. Security mechanisms. Physical security. Security awareness. User authentication. Application security mechanisms. Encryption. External and internal firewalls. Security of operating systems and software. Security of e-commerce applications. Design of security system and components. Devices for security analysis; sniffers, attack detectors. Information warfare. Ethical issues in computer security.",CSI4139
CSI,4140,Introduction to Parallel Computing,"Models of parallel computation. Architecture of parallel computers. Interconnection networks. Communication primitives. MPI, OpenMP. Principles of parallel algorithm design. Partitioning strategies. Load balancing. Analytical modeling of parallel programs. Parallel linear algebra. Parallel sorting. Parallel graph algorithms. Parallel searching.",CSI4140
CSI,4141,Real Time Systems Design,"Definition of real-time systems;  examples.  Characteristics of real-time systems.  Analysis frameworks and tools.  Elements of real-time system structure.  Reliability and fault tolerance. Exceptions and exception handling.  Concurrency and concurrent programming in real-time systems.  Synchronisation and communication, resource control, and scheduling in real-time systems. Real-time system design methodologies.  Computer assisted design of real-time systems.",CSI4141
CSI,4142,Fundamentals of Data Science,"Big data, analytics, and cloud computing; data preparation: organization, basic statistics, cleaning, and integration; data mining techniques: pattern mining, classification, clustering, outlier and anomaly detection; model evaluation; data warehousing and multi-dimensional analysis; data visualization and visual data analytics.",CSI4142
CSI,4145,Machine Learning,"Basic concepts of machine learning. Essentials of mathematics. Supervised learning. Unsupervised learning. Reinforcement learning. Algorithms for regression, classification, density estimation, and clustering.",CSI4145
CSI,4150,Introduction to Optimization Methods,"Linear optimization models and their solution.  Modelling techniques for linear programming problems, the simplex solution method, duality theory, sensitivity analysis, interior point methods.  Formulation of problems as integer linear programs, solution methods such as branch and bound and cutting plane algorithms.",CSI4150
CSI,5100,Data Integration,"Materialized and virtual approaches to integration of heterogeneous and independent data sources. Emphasis on data models, architectures, logic-based techniques for query processing, metadata and consistency management, the role of XML and ontologies in data integration; connections to schema mapping, data exchange, and P2P systems. This course is equivalent to COMP 5306 at Carleton University.",CSI5100
CSI,5101,Knowledge Representation,"KR is concerned with representing knowledge and using it in computers. Emphasis on logic-based languages for KR, and automated reasoning techniques and systems; important applications of this traditional area of AI to ontologies and semantic web. This course is equivalent to COMP 5307 at Carleton University.",CSI5101
CSI,5102,Topics in Medical Computing,"Introductory course on data structures, algorithms, techniques, and software development related to medical computing (in particular spatial modeling). Topics may include: computational geometry algorithms for cancer treatment, medical imaging, spatial data compression algorithms, dynamic programming for DNA analysis. This course is equivalent to COMP 5308 at Carleton University.",CSI5102
CSI,5105,Network Security and Cryptography,"Advanced methodologies selected from symmetric and public key cryptography, network security protocols and infrastructure, identification, anonymity, privacy technologies, secret-sharing, intrusion detection, firewalls, access control technologies, and defending network attacks. This course is equivalent to COMP 5406 at Carleton University.",CSI5105
CSI,5106,Cryptography,"Security in encryption algorithms. Encryption and decryption. Entropy, equivocation, and unicity distance.  Cryptanalysis and computational complexity. Substitution, transposition, and product ciphers. Symmetric ciphers: block and stream modes. Modular arithmetic. Public key cryptosystems. Factorization methods. Elliptic curve, lattice-based, and homomorphic cryptography. Proofs of security.",CSI5106
CSI,5110,Principles of Formal Software Development,"Methodologies in formal software specification, development, and verification. The use of theorem proving, automated deduction, and other related formal methods for software correctness. Applications in program verification and secure computation.  This course is equivalent to COMP 5707 at Carleton University.",CSI5110
CSI,5111,Software Quality Engineering,"Software quality issues. Quality components and metrics. Software process quality. Software reliability  engineering. Software design for testability. Requirements capture and validation. Systematic design  validation; grey-box approach, test design, implementation and management, case studies in validation and verification of communications software. Object-oriented design and  test. Theoretical aspects. This course is equivalent to COMP 5501 at Carleton University.",CSI5111
CSI,5112,Software Engineering,"Topics of current interest in Software Engineering, such as requirements engineering, precise and advanced modelling, development processes, change management, standards, and emerging types of applications. This course is equivalent to COMP 5207 at Carleton University.",CSI5112
CSI,5113,Foundations Programming Languages,"Advanced study of programming paradigms from a practical perspective. Paradigms may include functional, imperative, concurrent, distributed, generative, aspect- and object-oriented, and logic programming. Emphasis on underlying principles. Topics may include: types, modules, inheritance, semantics, continuations, abstraction and reflection. This course is equivalent to COMP 5001 at Carleton University.",CSI5113
CSI,5115,Database Analysis and Design,"The dimensional and multidimensional data models for data warehousing. Data dependencies and decomposition. Structure and use of data definition and manipulation languages. Database economics, engineering, deployment and evolution. Issues in integrity, security, the Internet and distributed databases. Relationships to decision support systems. This course is equivalent to COMP 5503 at Carleton University.",CSI5115
CSI,5116,Authentication and Software Security,"Specialized topics in security including advanced authentication techniques, user interface aspects, electronic and digital signatures, security infrastructures and protocols, software vulnerabilities affecting security, non-secure software and hosts, protecting software and digital content. This course is equivalent to COMP 5407 at Carleton University.",CSI5116
CSI,5118,Automated Verification and Validation of Software,"Topics in formal test derivation methods, test management, high-level, CASE-based verification and validation, data-flow & control-flow measures and metrics for assessing quality of designs and code, regression analysis & testing. This course is equivalent to COMP 5302 at Carleton University.",CSI5118
CSI,5121,Advanced Data Structures,"Simple methods of data structure design and analysis that lead to efficient data structures for several problems. Topics include randomized binary search trees, persistence, fractional cascading, self-adjusting data structures, van Emde Boas trees, tries, randomized heaps, and lowest common ancestor queries. This course is equivalent to COMP 5408 at Carleton University.",CSI5121
CSI,5122,Software Usability,"Design principles and metrics for usability. Qualitative and quantitative methods for the evaluation of software system usability: Heuristic evaluation, usability testing, usability inspections and walkthroughs, cognitive walkthroughs, formal usability experimentation. Ethical concerns when performing studies with test users. Economics of usability. Integration of usability engineering into the software engineering lifecycle. This course is equivalent to COMP 5301 at Carleton University.",CSI5122
CSI,5124,Computational Aspects of Geographic Information Systems,"Computational perspective of geographic information systems (GIS). Data representations and their operations on raster and vector devices: e.g., quadtrees, grid files, digital elevation models, triangular irregular network models. Analysis and design of efficient algorithms for solving GIS problems: visibility queries, point location, facility location. This course is equivalent to COMP 5204 at Carleton University.",CSI5124
CSI,5126,Algorithms in Bioinformatics,"Fundamental mathematical and algorithmic concepts underlying computational molecular biology; physical and genetic mapping, sequence analysis (including alignment and probabilistic models), genomic rearrangement, phylogenetic inference, computational proteomics and systemics modelling of the whole cell. This course is equivalent to COMP 5108 at Carleton University.",CSI5126
CSI,5127,Applied Computational Geometry,"Design and analysis of efficient algorithms for solving geometric problems in applied fields such as Geometric Network Design, Geometric Routing and Searching. Geometric spanners, Greedy spanners, Theta-Graphs, Yao-Graphs, Well-Separated Pair Decomposition, Delaunay Triangulations. Introduction to the game of Cops and Robbers. This course is equivalent to COMP 5409 at Carleton University.",CSI5127
CSI,5128,Swarm Intelligence,"Collective computation, collective action, and principles of self-organization in social agent systems. Algorithms for combinatorial optimization problems, division of labour, task allocation, task switching, and task sequencing with applications in security, routing, wireless and ad hoc networks and distributed manufacturing. This course is equivalent to COMP 5002 at Carleton University.",CSI5128
CSI,5129,Advanced Database Systems,"In-depth study on developments in database systems shaping the future of information systems, including complex object, object-oriented, object-relational, and semi-structured databases. Data structures, query languages, implementation and applications. This course is equivalent to COMP 5305 at Carleton University.",CSI5129
CSI,5131,Parallel Algorithms and Applications in Bioinformatics,"Multiprocessor architectures from an application programmer's perspective: programming models, processor clusters, multi-core processors, GPUs, algorithmic paradigms, efficient parallel problem solving, scalability and portability. Projects on high performance computing in Data Science, including data analytics, bioinformatics, simulations. Programming experience on parallel processing equipment. This course is equivalent to COMP 5704 at Carleton University.",CSI5131
CSI,5134,Fault Tolerance,"Hardware and software techniques for fault tolerance. Topics include modeling and evaluation techniques, error detecting and correcting codes, module and system level fault detection mechanisms, design techniques for fault-tolerant and fail-safe systems, software fault tolerance through recovery blocks, N-version programming, algorithm-based fault tolerance, checkpointing and recovery techniques, and survey of practical fault-tolerant systems. This course is equivalent to COMP 5004 at Carleton University.",CSI5134
CSI,5135,Information Visualization and Visual Analytics,"Principles, techniques, technology and applications of information visualization for visual data analysis. Topics include human visual perception, cognitive processes, static and dynamic models of image semantics, interaction paradigms, big data visual analysis case studies. This course is equivalent to COMP 5209 at Carleton University.",CSI5135
CSI,5136,Computer Security and Usability,"Design and evaluation of security and privacy software with particular attention to human factors and how interaction design impacts security. Topics include current approaches to usable security, methodologies for empirical analysis, and design principles for usable security and privacy. This course is equivalent to COMP 5110 at Carleton University.",CSI5136
CSI,5137,Selected Topics in Software Engineering (Category E),"Selected topics in Software Engineering (Category E), not covered by other graduate courses. Details will be available from the School at the time of registration. This course is equivalent to COMP 5900 at Carleton University.",CSI5137
CSI,5138,Selected Topics in Theory of Computing (Category T),"Selected topics in Theory of Computing (Category T), not covered by other graduate courses. Details will be available from the School at the time of registration. This course is equivalent to COMP 5900 at Carleton University.",CSI5138
CSI,5139,Selected Topics in Computer Applications (Category A),"Selected topics in Computer Applications (Category A), not covered by other graduate courses. Details will be available from the School at the time of registration. This course is equivalent to COMP 5900 at Carleton University.",CSI5139
CSI,5140,Selected Topics in Computer Systems (Category S),"Selected topics in Computer Systems (Category S), not covered by other graduate courses. Details will be available from the School at the time of registration. This course is equivalent to COMP 5900 at Carleton University.",CSI5140
CSI,5142,Protocols for Mobile and Wireless Networks,"Link and network layer protocols of wireless networks; applications of wireless networks may be discussed. Topics may include: protocol implementation, mobile IP, resource discovery, wireless LANs/PANs, and Spreadspectrum. Courses CSI 6136 (SYSC 5306), CSI 5142 (COMP 5402) cannot be combined for units. This course is equivalent to COMP 5402 at Carleton University.",CSI5142
CSI,5146,Computer Graphics,"Principles and advanced techniques in rendering and modelling. Research field overview. Splines, subdivision surfaces and hierarchical surface representations. Physics of light transport, rendering equation and Bidirectional Reflectance Distribution Function. Classical ray tracing, radiosity, global illumination and modern hybrid methods. Plenoptic function and image-based rendering. This course is equivalent to COMP 5402 at Carleton University.",CSI5146
CSI,5147,Computer Animation,"Theories and techniques in 3D modeling and animation. Animation principles, categories, and history. Forward and inverse kinematics. Motion capture, editing and retargeting. Flexible bodies. Particle animation. Behavioral animation. Human modeling. Facial animation. Cloth animation and other sub-topics. This course is equivalent to COMP 5201 at Carleton University.",CSI5147
CSI,5148,Wireless Ad Hoc Networking,"Self-organized, mobile, and hybrid ad hoc networks. Physical, medium access, networks, transport and application layers, and cross-layering issues. Power management. Security in ad hoc networks. Topology control and maintenance. Data communication protocols, routing and broadcasting. Location service for efficient routing. This course is equivalent to COMP 5103 at Carleton University.",CSI5148
CSI,5149,Graphical Models and Applications,"Bayesian networks, factor graphs, Markov random fields, maximum a posteriori probability (MAP) and maximum likelihood (ML) principles, elimination algorithm, sum-product algorithm, decomposable and non-decomposable models, junction tree algorithm, completely observed models, iterative proportional fitting algorithm, expectation- maximization (EM) algorithm, iterative conditional modes algorithm, variational methods, applications. Courses CSI 5149 (COMP 5007), ELG 5131 (EAGJ 5131) and ELG 7177 (EACJ 5605) cannot be combined for units. This course is equivalent to COMP 5007 at Carleton University.",CSI5149
CSI,5151,Virtual Environments,"Basic concepts. Virtual worlds. Hardware and software support. World modeling. Geometric modeling. Light modeling. Kinematic and dynamic models. Other physical modeling modalities. Multi-sensor data fusion. Anthropomorphic avatars. Animation: modeling languages, scripts, real-time computer architectures. Virtual environment interfaces. Case studies. Courses ELG 5124 (EACJ 5204), CSI 5151 (COMP 5205) cannot be combined for units. This course is equivalent to COMP 5205 at Carleton University.",CSI5151
CSI,5152,Evolving Information Networks,"Convergence of social and technological networks with WWW. Interplay between information content, entities creating it and technologies supporting it. Structure and analysis of such networks, models abstracting their properties, link analysis, search, mechanism design, power laws, cascading, clustering and connections with work in social sciences. This course is equivalent to COMP 5310 at Carleton University.",CSI5152
CSI,5153,Data Management for Business Intelligence,"Data management problems and information technology in decision making support in business environments. Topics include advanced data modeling, semantic modeling, multidimensional databases and data warehousing, on-line-analytical processing, elements of data mining, context in data management, data quality assessment, data cleaning, elements of business process modeling. This course emphasizes concepts and techniques rather than specific applications or systems/implementations. This course is equivalent to COMP 5111 at Carleton University.",CSI5153
CSI,5154,Algorithms for Data Science,"Algorithmic techniques to handle (massive/big) data arising from, for example, social media, mobile devices, sensors, financial transactions. Algorithmic techniques may include locality-sensitive hashing, dimensionality reduction, streaming, clustering, VC-dimension, external memory, core sets, link analysis and recommendation systems. This course is equivalent to COMP 5112 at Carleton University.",CSI5154
CSI,5155,Machine Learning,"Concepts, techniques, and algorithms in machine learning; representation, regularization and generalization; supervised learning; unsupervised learning; advanced methods such as support vector machines, online algorithms, neural networks, hidden Markov models, and Bayesian networks; curse of dimensionality and large-scale machine learning. Category T in course list.",CSI5155
CSI,5161,Principles of Distributed Simulation,"Distributed simulation principles and practices. Synchronization protocols: Optimistic vs Conservative,  Deadlock detection in conservative simulations, Time warp simulation. Distributed interactive simulation:  Data distribution management, Interest management, High Level Architectures (HLA), Run Time Infrastructure (RTI). Distributed web-based simulation. Distributed agent based simulation. Real time applications of distributed simulation. Distributed and collaborative virtual simulations. This course is equivalent to COMP 5606 at Carleton University.",CSI5161
CSI,5163,Algorithm Analysis and Design,"Topics of current interest in the design and analysis of computer algorithms for graph-theoretical applications; e.g. shortest paths, chromatic number, etc. Lower bounds, upper bounds, and average performance of algorithms. Complexity theory. This course is equivalent to COMP 5703 at Carleton University.",CSI5163
CSI,5164,Computational Geometry,"Study of design and analysis of algorithms to solve geometric problems; emphasis on applications such as robotics, graphics, and pattern recognition. Topics include: visibility problems, hidden line and surface removal, path planning amidst obstacles, convex hulls, polygon triangulation, point location. This course is equivalent to COMP 5008 at Carleton University.",CSI5164
CSI,5165,Combinatorial Algorithms,"Design of algorithms for solving problems that are combinatorial in nature, involving exhaustive generation, enumeration, search and optimization. Algorithms for generating basic combinatorial objects (permutations, combinations, subsets) and for solving hard optimization problems (knapsack, maximum clique, minimum set cover). Metaheuristic search, backtracking, branch-and-bound. Computing isomorphism of combinatorial objects (graphs), isomorph-free exhaustive generation. This course is equivalent to COMP 5709 at Carleton University.",CSI5165
CSI,5166,Applications of Combinatorial Optimization,"Topics in combinatorial optimization with emphasis on applications in Computer Science. Topics include network flows, various routing algorithms, polyhedral combinatorics, and the cutting plane method. This course is equivalent to COMP 5805 at Carleton University.",CSI5166
CSI,5167,"Human-Computer Interaction Models, Theories and Frameworks","A basis for graduate study in HCI with an emphasis on the application of theory to user interface design. Review of main theories of human behaviour relevant to HCI, including especially Cognitive Dimensions of Notations Framework, Mental Models, Distributed Cognition, and Activity Theory, and their application to design and development of interactive systems. This course is equivalent to COMP 5210 at Carleton University.",CSI5167
CSI,5168,Digital Watermarking,"Overview of recent advances in watermarking of image, video, audio, and other media. Spatial, spectral, and temporal watermarking algorithms. Perceptual models. Use of cryptography in steganography and watermarking. Robustness, security, imperceptibility, and capacity of watermarking. Content authentication, copy control, intellectual property, digital rights management, and other applications. This course is equivalent to COMP 5309 at Carleton University.",CSI5168
CSI,5169,Wireless Networks and Mobile Computing,"Computational aspects and applications of design and analysis of mobile and wireless networking. Topics include Physical, Link Layer, Media Access Control, Wireless, Mobile LANs (Local Area Networks), Ad-Hoc, Sensor Networks, Power Consumption optimization, Routing, Searching, Service Discovery, Clustering, Multicasting, Localization, Mobile IP/TCP (Internet Protocol/Transmission Control Protocol), File Systems, Mobility Models, Wireless Applications. Courses CSI 5169, ELG 6168 cannot be combined for units. This course is equivalent to COMP 5304 at Carleton University.",CSI5169
CSI,5173,Data Networks,"Mathematical and practical aspects of design and analysis of communication networks. Topics include: basic concepts, layering, delay models, multi-access communication, queuing theory, routing, fault-tolerance, and advanced topics on high-speed networks, ATM, mobile wireless networks, and optical networks. This course is equivalent to COMP 5203 at Carleton University.",CSI5173
CSI,5174,Validation Methods for Distributed Systems,Review of formal specification and description techniques for distributed and open systems. Verification techniques. Correctness proofs. Verification of general properties of distributed systems. Analysis and relief strategies. Testing techniques. Test generation strategies. Test architectures. This course is equivalent to COMP 5604 at Carleton University.,CSI5174
CSI,5175,Mobile Commerce Technologies,"Wireless networks support for m-commerce; m-commerce architectures and applications; mobile payment support systems; business models; mobile devices and their operating systems; mobile content presentation; security issues and solutions; relevant cross layer standards and protocols; case studies. Courses EBC 5175, CSI 5175 cannot be combined for units. This course is equivalent to COMP 5900 at Carleton University.",CSI5175
